epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,2302.72,1.02786,0.83836,1.42955,0.88175,0.85632,0.87616,0.45384,1.69807,0.76592,2.57267,0.00127532,0.00127532,0.00127532
185,2315.48,1.07689,0.88819,1.47264,0.75812,0.52874,0.56254,0.19995,2.52877,1.50685,4.16176,0.00127136,0.00127136,0.00127136
186,2328.14,1.0543,0.87892,1.46405,0.77171,0.68966,0.73055,0.26813,2.27544,1.26567,3.50693,0.0012674,0.0012674,0.0012674
187,2340.61,1.00955,0.81144,1.43163,0.9041,0.9023,0.93818,0.53408,1.51339,0.69915,2.24051,0.00126344,0.00126344,0.00126344
188,2352.92,1.02621,0.83205,1.44206,0.91204,0.95347,0.94803,0.51663,1.51607,0.69539,2.27571,0.00125948,0.00125948,0.00125948
189,2365.23,1.03968,0.83,1.46074,0.94748,0.9332,0.95964,0.54593,1.49948,0.64357,2.33059,0.00125552,0.00125552,0.00125552
190,2377.6,1.04344,0.85401,1.44602,0.94723,0.92843,0.96045,0.54696,1.50373,0.6496,2.33282,0.00125156,0.00125156,0.00125156
191,2390.04,1.03375,0.84307,1.44328,0.93317,0.88279,0.92273,0.45866,1.64222,0.79207,2.42746,0.0012476,0.0012476,0.0012476
192,2402.57,1.03841,0.8337,1.44011,0.83233,0.77029,0.78772,0.34316,2.00307,0.89656,3.0952,0.00124364,0.00124364,0.00124364
193,2414.98,1.03442,0.86115,1.45932,0.93739,0.87356,0.9099,0.49567,1.56115,0.70599,2.45879,0.00123968,0.00123968,0.00123968
194,2427.49,1.07878,0.84794,1.46928,0.94567,0.90028,0.92575,0.52834,1.46307,0.65795,2.30698,0.00123572,0.00123572,0.00123572
195,2439.97,1.05627,0.88,1.46451,0.935,0.84483,0.9278,0.49671,1.57169,0.74293,2.31258,0.00123176,0.00123176,0.00123176
196,2452.22,1.0357,0.82936,1.43413,0.95153,0.92529,0.95517,0.53867,1.44457,0.65831,2.19406,0.0012278,0.0012278,0.0012278
197,2464.73,0.98322,0.82131,1.40506,0.94876,0.89655,0.94254,0.50335,1.57983,0.70197,2.32729,0.00122384,0.00122384,0.00122384
198,2477.16,1.05822,0.87657,1.46305,0.91408,0.85598,0.89909,0.44467,1.73411,0.83439,2.58183,0.00121988,0.00121988,0.00121988
199,2489.65,1.01062,0.80097,1.42476,0.933,0.88033,0.91471,0.50115,1.50532,0.71011,2.298,0.00121592,0.00121592,0.00121592
200,2502.33,1.00443,0.81073,1.42313,0.95724,0.92529,0.95816,0.53773,1.50259,0.65324,2.36019,0.00121196,0.00121196,0.00121196
201,2514.95,0.99389,0.80631,1.40686,0.94115,0.91903,0.95928,0.54856,1.43999,0.67076,2.24246,0.001208,0.001208,0.001208
202,2527.55,1.04078,0.85707,1.44412,0.94424,0.93103,0.9507,0.54043,1.40969,0.6422,2.23642,0.00120404,0.00120404,0.00120404
203,2540.18,0.98153,0.79858,1.38963,0.94288,0.91379,0.92643,0.52028,1.4475,0.67211,2.2646,0.00120008,0.00120008,0.00120008
204,2552.54,1.02421,0.83787,1.422,0.95286,0.92929,0.96191,0.53227,1.50197,0.64596,2.30695,0.00119612,0.00119612,0.00119612
205,2565.02,0.99609,0.81748,1.41296,0.93948,0.92529,0.96963,0.54714,1.47989,0.6385,2.29258,0.00119216,0.00119216,0.00119216
206,2577.23,1.01308,0.81817,1.42305,0.87662,0.92529,0.93467,0.52276,1.47616,0.68716,2.40695,0.0011882,0.0011882,0.0011882
207,2589.78,1.01792,0.81564,1.44047,0.9581,0.91994,0.95584,0.54598,1.48219,0.64173,2.33357,0.00118424,0.00118424,0.00118424
208,2602.25,0.97704,0.77855,1.39546,0.94587,0.90392,0.93539,0.52034,1.50618,0.67111,2.32867,0.00118028,0.00118028,0.00118028
209,2614.69,0.96865,0.77025,1.38256,0.97602,0.93678,0.96938,0.57084,1.45484,0.61347,2.33219,0.00117632,0.00117632,0.00117632
210,2627.1,1.004,0.81469,1.40827,0.95952,0.95348,0.96145,0.5598,1.4532,0.62533,2.3094,0.00117236,0.00117236,0.00117236
211,2639.47,0.98834,0.80992,1.40441,0.92493,0.89655,0.91102,0.50003,1.54457,0.64612,2.49116,0.0011684,0.0011684,0.0011684
212,2651.79,0.99496,0.80703,1.41649,0.94953,0.93678,0.96266,0.56033,1.46165,0.60922,2.35005,0.00116444,0.00116444,0.00116444
213,2663.97,0.96916,0.77302,1.39373,0.91475,0.92529,0.93338,0.51909,1.52033,0.65379,2.46541,0.00116048,0.00116048,0.00116048
214,2676.29,1.00201,0.80377,1.41122,0.95858,0.93111,0.96307,0.54555,1.46034,0.63135,2.35039,0.00115652,0.00115652,0.00115652
215,2688.77,0.99495,0.77647,1.40329,0.95805,0.91873,0.94111,0.52612,1.47738,0.63195,2.348,0.00115256,0.00115256,0.00115256
216,2701.32,0.95814,0.77112,1.38286,0.95415,0.95977,0.95949,0.53449,1.46833,0.60667,2.30021,0.0011486,0.0011486,0.0011486
217,2713.87,0.98307,0.81786,1.40145,0.94768,0.93681,0.95405,0.5337,1.44381,0.61771,2.3359,0.00114464,0.00114464,0.00114464
218,2726.44,0.98728,0.80947,1.39522,0.94732,0.93678,0.96384,0.54902,1.44785,0.61796,2.29271,0.00114068,0.00114068,0.00114068
219,2739.12,0.96969,0.78135,1.38099,0.9514,0.88506,0.9338,0.49807,1.59713,0.70296,2.48055,0.00113672,0.00113672,0.00113672
220,2751.48,0.9743,0.80501,1.39928,0.9486,0.89655,0.94294,0.53976,1.41565,0.65392,2.23873,0.00113276,0.00113276,0.00113276
221,2763.83,0.99539,0.81003,1.39736,0.95977,0.91954,0.9458,0.52734,1.48306,0.65199,2.36489,0.0011288,0.0011288,0.0011288
222,2776.23,0.98222,0.78686,1.39127,0.964,0.93103,0.9613,0.5534,1.47419,0.63498,2.3727,0.00112484,0.00112484,0.00112484
223,2788.73,0.97952,0.79511,1.39481,0.95218,0.85632,0.9142,0.48597,1.56765,0.74736,2.37879,0.00112088,0.00112088,0.00112088
224,2801.22,0.97817,0.79866,1.39011,0.913,0.83333,0.86677,0.41548,1.74792,0.85631,2.68492,0.00111692,0.00111692,0.00111692
225,2813.54,0.98508,0.79908,1.39562,0.71679,0.63218,0.61709,0.22883,2.33654,1.23984,3.8208,0.00111296,0.00111296,0.00111296
226,2825.96,0.98552,0.78199,1.40198,0.89909,0.74713,0.84202,0.39927,1.80088,0.99869,2.68245,0.001109,0.001109,0.001109
227,2838.45,0.96115,0.78462,1.38266,0.80632,0.78959,0.83312,0.41282,1.76326,0.98099,2.71547,0.00110504,0.00110504,0.00110504
228,2850.74,0.94969,0.76733,1.3716,0.85946,0.82759,0.8594,0.42574,1.75447,0.7861,2.71771,0.00110108,0.00110108,0.00110108
229,2863.27,0.95585,0.77284,1.38972,0.93648,0.93202,0.94899,0.52122,1.4992,0.66563,2.33425,0.00109712,0.00109712,0.00109712
230,2875.47,0.97399,0.80172,1.39601,0.85955,0.66827,0.76698,0.35918,1.92514,1.2136,2.94772,0.00109316,0.00109316,0.00109316
231,2887.83,0.96466,0.77381,1.37213,0.97494,0.94828,0.96285,0.54285,1.43564,0.64177,2.35362,0.0010892,0.0010892,0.0010892
232,2900.56,0.94085,0.77309,1.36199,0.96981,0.92309,0.95177,0.53058,1.46996,0.65007,2.41069,0.00108524,0.00108524,0.00108524
233,2913.18,0.97512,0.81916,1.40548,0.91941,0.9179,0.93271,0.52401,1.45989,0.65665,2.40281,0.00108128,0.00108128,0.00108128
234,2925.84,0.95347,0.7911,1.37759,0.93279,0.87741,0.89536,0.46075,1.57861,0.74746,2.47263,0.00107732,0.00107732,0.00107732
235,2938.4,0.94542,0.7894,1.37354,0.93927,0.88881,0.93468,0.49658,1.54598,0.71368,2.4173,0.00107336,0.00107336,0.00107336
236,2951.1,0.96416,0.78876,1.38643,0.93068,0.92589,0.93207,0.51646,1.46419,0.61952,2.40152,0.0010694,0.0010694,0.0010694
237,2963.46,0.95735,0.80697,1.3712,0.95455,0.94253,0.96109,0.54562,1.46217,0.60952,2.44488,0.00106544,0.00106544,0.00106544
238,2975.79,0.94337,0.76621,1.38125,0.93709,0.94161,0.95321,0.53913,1.47853,0.62014,2.47105,0.00106148,0.00106148,0.00106148
239,2988.28,0.97404,0.78352,1.39954,0.95339,0.94055,0.96589,0.55182,1.4794,0.60729,2.3908,0.00105752,0.00105752,0.00105752
240,3000.6,0.97107,0.80944,1.40265,0.95159,0.86782,0.9335,0.4866,1.59373,0.68292,2.49115,0.00105356,0.00105356,0.00105356
241,3013.15,0.93914,0.77925,1.37412,0.88916,0.87931,0.89533,0.48412,1.62598,0.67912,2.62763,0.0010496,0.0010496,0.0010496
242,3025.87,0.92552,0.75431,1.36271,0.93959,0.93103,0.95251,0.53743,1.46216,0.64643,2.38906,0.00104564,0.00104564,0.00104564
243,3038.26,0.94459,0.77027,1.37764,0.96879,0.89655,0.94922,0.54643,1.42263,0.62681,2.31249,0.00104168,0.00104168,0.00104168
244,3050.54,0.97678,0.77836,1.40015,0.93395,0.93678,0.94264,0.54016,1.46818,0.61439,2.34116,0.00103772,0.00103772,0.00103772
245,3062.87,0.94224,0.76819,1.36747,0.94801,0.91954,0.95166,0.53009,1.50383,0.6344,2.40452,0.00103376,0.00103376,0.00103376
246,3075.32,0.93301,0.76887,1.35159,0.94751,0.92529,0.91919,0.51584,1.50947,0.64765,2.5062,0.0010298,0.0010298,0.0010298
247,3087.65,0.92458,0.75345,1.36242,0.95062,0.88506,0.93682,0.48523,1.61081,0.74148,2.49217,0.00102584,0.00102584,0.00102584
248,3100.43,0.93807,0.77219,1.36407,0.9206,0.81034,0.85003,0.4042,1.77153,0.8728,2.71615,0.00102188,0.00102188,0.00102188
249,3112.92,0.93889,0.77724,1.37824,0.95286,0.92945,0.96156,0.51507,1.47314,0.625,2.39422,0.00101792,0.00101792,0.00101792
250,3125.68,0.93381,0.76703,1.35146,0.89317,0.87931,0.87941,0.43367,1.71214,0.70276,2.69318,0.00101396,0.00101396,0.00101396
251,3138.31,0.94196,0.76433,1.36785,0.93212,0.92529,0.95521,0.53542,1.51359,0.63189,2.36311,0.00101,0.00101,0.00101
252,3150.89,0.95341,0.78376,1.37627,0.95599,0.91954,0.96288,0.54952,1.45274,0.6259,2.37591,0.00100604,0.00100604,0.00100604
253,3163.38,0.91165,0.75303,1.34595,0.95335,0.9397,0.95597,0.54633,1.44712,0.62467,2.39475,0.00100208,0.00100208,0.00100208
254,3175.83,0.92568,0.77502,1.36727,0.94763,0.96552,0.98435,0.54814,1.48539,0.60679,2.42628,0.00099812,0.00099812,0.00099812
255,3188.39,0.93459,0.76714,1.35646,0.93707,0.94131,0.95284,0.54399,1.47637,0.61736,2.35096,0.00099416,0.00099416,0.00099416
256,3200.87,0.91796,0.7293,1.3562,0.92997,0.91583,0.94243,0.55784,1.45849,0.6298,2.45691,0.0009902,0.0009902,0.0009902
257,3213.38,0.91632,0.7697,1.35307,0.95374,0.94787,0.97603,0.54779,1.4607,0.63327,2.39276,0.00098624,0.00098624,0.00098624
258,3225.99,0.91497,0.73731,1.33714,0.95407,0.95501,0.97171,0.565,1.45007,0.61127,2.36166,0.00098228,0.00098228,0.00098228
259,3238.44,0.8898,0.74673,1.32983,0.97449,0.91954,0.94575,0.54691,1.42409,0.56787,2.36658,0.00097832,0.00097832,0.00097832
260,3250.94,0.91403,0.76155,1.3432,0.94201,0.93361,0.96197,0.55643,1.4102,0.62751,2.35216,0.00097436,0.00097436,0.00097436
261,3263.39,0.8865,0.75302,1.32845,0.93672,0.93579,0.9664,0.5564,1.41654,0.62141,2.31738,0.0009704,0.0009704,0.0009704
262,3275.76,0.89618,0.76417,1.33271,0.93496,0.93678,0.94564,0.50888,1.5539,0.65559,2.46385,0.00096644,0.00096644,0.00096644
263,3288.21,0.91085,0.74734,1.36348,0.97602,0.93585,0.95273,0.55515,1.44817,0.57396,2.36746,0.00096248,0.00096248,0.00096248
264,3300.76,0.87715,0.7443,1.32378,0.94956,0.93103,0.9467,0.52662,1.51858,0.61587,2.44579,0.00095852,0.00095852,0.00095852
265,3313.82,0.92007,0.76785,1.34723,0.95617,0.93678,0.96247,0.54585,1.49817,0.64816,2.38965,0.00095456,0.00095456,0.00095456
266,3326.8,0.90914,0.73952,1.33753,0.94422,0.91954,0.93486,0.54853,1.45365,0.64895,2.40257,0.0009506,0.0009506,0.0009506
267,3339.58,0.91998,0.77657,1.34001,0.95226,0.94253,0.94986,0.52876,1.45419,0.61441,2.45743,0.00094664,0.00094664,0.00094664
268,3352.27,0.90695,0.75928,1.34475,0.95716,0.93103,0.94369,0.53378,1.46247,0.61248,2.43431,0.00094268,0.00094268,0.00094268
269,3364.56,0.9072,0.74421,1.34519,0.95779,0.91281,0.93278,0.52887,1.50524,0.62448,2.40458,0.00093872,0.00093872,0.00093872
270,3377.05,0.92781,0.77035,1.35836,0.94871,0.91954,0.96061,0.55988,1.43165,0.61625,2.29049,0.00093476,0.00093476,0.00093476
271,3389.47,0.87103,0.71513,1.32022,0.94542,0.94253,0.96781,0.56465,1.42563,0.63866,2.32957,0.0009308,0.0009308,0.0009308
272,3401.82,0.9052,0.73426,1.3411,0.96376,0.91379,0.93396,0.51976,1.49014,0.63794,2.46321,0.00092684,0.00092684,0.00092684
273,3414.32,0.90977,0.75675,1.34634,0.9362,0.93678,0.93409,0.54147,1.46,0.63358,2.4431,0.00092288,0.00092288,0.00092288
274,3426.78,0.90867,0.75351,1.33128,0.93496,0.94253,0.94988,0.55114,1.46719,0.61541,2.46035,0.00091892,0.00091892,0.00091892
275,3439.23,0.8757,0.73242,1.32178,0.94809,0.94471,0.96122,0.54783,1.49783,0.61932,2.38089,0.00091496,0.00091496,0.00091496
276,3451.62,0.89294,0.74646,1.33569,0.97282,0.91954,0.953,0.55421,1.45934,0.6124,2.44066,0.000911,0.000911,0.000911
277,3463.93,0.88267,0.72454,1.31785,0.95082,0.91379,0.95679,0.52857,1.51727,0.6565,2.46384,0.00090704,0.00090704,0.00090704
278,3476.39,0.86902,0.71051,1.31805,0.94668,0.91828,0.95137,0.50967,1.54753,0.64915,2.47954,0.00090308,0.00090308,0.00090308
279,3488.66,0.90221,0.74617,1.33859,0.9529,0.93027,0.94891,0.54003,1.46211,0.60207,2.50288,0.00089912,0.00089912,0.00089912
280,3501.34,0.8851,0.72043,1.31158,0.95891,0.94253,0.93962,0.55033,1.44232,0.5998,2.44655,0.00089516,0.00089516,0.00089516
281,3513.78,0.90144,0.7559,1.33837,0.9569,0.92529,0.96477,0.53653,1.4798,0.62198,2.40937,0.0008912,0.0008912,0.0008912
282,3526.48,0.8738,0.71369,1.31474,0.95186,0.93103,0.95074,0.54026,1.45985,0.62311,2.39955,0.00088724,0.00088724,0.00088724
283,3539.14,0.88288,0.72113,1.3203,0.95908,0.94296,0.97047,0.5764,1.4365,0.64004,2.42528,0.00088328,0.00088328,0.00088328
284,3551.62,0.89518,0.75648,1.3356,0.9697,0.96552,0.97654,0.56207,1.44439,0.60874,2.41936,0.00087932,0.00087932,0.00087932
285,3564.14,0.89798,0.7645,1.3375,0.96592,0.91954,0.9571,0.52457,1.51073,0.64702,2.51438,0.00087536,0.00087536,0.00087536
286,3576.5,0.8725,0.71745,1.31649,0.95681,0.93678,0.95722,0.50873,1.54103,0.6615,2.52851,0.0008714,0.0008714,0.0008714
287,3588.92,0.87332,0.73993,1.31574,0.96444,0.93517,0.95043,0.54706,1.44774,0.6109,2.47986,0.00086744,0.00086744,0.00086744
288,3601.36,0.88812,0.74572,1.33696,0.96953,0.91379,0.95809,0.53689,1.45665,0.61423,2.44448,0.00086348,0.00086348,0.00086348
289,3613.88,0.84855,0.70813,1.29143,0.90769,0.84483,0.87918,0.46046,1.64012,0.71897,2.77139,0.00085952,0.00085952,0.00085952
290,3626.4,0.85019,0.71735,1.29991,0.92015,0.92716,0.96175,0.55571,1.44648,0.60188,2.45184,0.00085556,0.00085556,0.00085556
291,3639.03,0.89468,0.74796,1.33137,0.94668,0.93103,0.94856,0.55529,1.45298,0.60946,2.44273,0.0008516,0.0008516,0.0008516
292,3651.42,0.88294,0.74052,1.31999,0.96379,0.91772,0.93852,0.52664,1.53194,0.64842,2.55991,0.00084764,0.00084764,0.00084764
293,3663.79,0.86796,0.7045,1.31387,0.95157,0.89655,0.92671,0.52822,1.50673,0.64211,2.47641,0.00084368,0.00084368,0.00084368
294,3676.27,0.88292,0.73633,1.33079,0.92936,0.89655,0.92833,0.52456,1.49638,0.6563,2.4295,0.00083972,0.00083972,0.00083972
295,3688.67,0.88298,0.7377,1.32971,0.96817,0.91954,0.95662,0.55913,1.46444,0.59624,2.41954,0.00083576,0.00083576,0.00083576
296,3701.08,0.87244,0.72864,1.32307,0.92338,0.94828,0.95857,0.57241,1.40943,0.58883,2.36785,0.0008318,0.0008318,0.0008318
297,3713.63,0.84118,0.7045,1.29141,0.91589,0.93875,0.95634,0.55542,1.43663,0.59644,2.38068,0.00082784,0.00082784,0.00082784
298,3726.14,0.84655,0.70123,1.30671,0.92185,0.94828,0.96547,0.56508,1.41185,0.59646,2.47595,0.00082388,0.00082388,0.00082388
299,3738.85,0.8696,0.69423,1.31145,0.95338,0.95402,0.97138,0.57573,1.39907,0.58091,2.44666,0.00081992,0.00081992,0.00081992
300,3751.42,0.87429,0.74055,1.32723,0.95194,0.94253,0.95747,0.56326,1.41379,0.59705,2.42779,0.00081596,0.00081596,0.00081596
301,3763.93,0.83909,0.72802,1.30522,0.94819,0.94671,0.96511,0.5581,1.45423,0.61661,2.44229,0.000812,0.000812,0.000812
302,3776.51,0.83227,0.70989,1.29595,0.95089,0.91379,0.94343,0.52904,1.50009,0.65367,2.46631,0.00080804,0.00080804,0.00080804
303,3788.97,0.86634,0.71883,1.31775,0.94401,0.91954,0.93249,0.51609,1.4945,0.64414,2.5021,0.00080408,0.00080408,0.00080408
304,3801.35,0.85543,0.70053,1.31104,0.93776,0.9023,0.91162,0.49973,1.55051,0.66601,2.52569,0.00080012,0.00080012,0.00080012
305,3813.68,0.83714,0.70454,1.29642,0.95806,0.91908,0.94169,0.52078,1.46976,0.64892,2.50344,0.00079616,0.00079616,0.00079616
306,3826.06,0.84907,0.69384,1.29828,0.95875,0.9351,0.96445,0.55712,1.40972,0.59425,2.48824,0.0007922,0.0007922,0.0007922
307,3838.53,0.85819,0.70803,1.30194,0.92803,0.93103,0.96036,0.56798,1.40296,0.58871,2.41547,0.00078824,0.00078824,0.00078824
308,3850.97,0.85132,0.71091,1.30753,0.96429,0.94253,0.9735,0.58264,1.38731,0.56164,2.36568,0.00078428,0.00078428,0.00078428
309,3863.3,0.85198,0.70719,1.30581,0.94183,0.94828,0.97242,0.57436,1.40542,0.60347,2.37063,0.00078032,0.00078032,0.00078032
310,3875.49,0.85297,0.69025,1.29492,0.93706,0.94118,0.96004,0.55303,1.43144,0.60818,2.48615,0.00077636,0.00077636,0.00077636
311,3887.81,0.84369,0.68351,1.29591,0.9593,0.9482,0.97553,0.56264,1.50139,0.59108,2.46172,0.0007724,0.0007724,0.0007724
312,3900.27,0.86632,0.70892,1.31757,0.91839,0.87931,0.92057,0.45013,1.74897,0.84555,2.72605,0.00076844,0.00076844,0.00076844
313,3912.85,0.83102,0.67862,1.28867,0.91348,0.84948,0.88213,0.42363,1.79272,0.82222,2.89183,0.00076448,0.00076448,0.00076448
314,3925.52,0.86493,0.70651,1.31062,0.95851,0.92944,0.95393,0.52488,1.54825,0.61834,2.58076,0.00076052,0.00076052,0.00076052
315,3938.36,0.84695,0.72039,1.30303,0.98178,0.92895,0.95322,0.5567,1.43271,0.5898,2.43063,0.00075656,0.00075656,0.00075656
316,3950.96,0.84665,0.70394,1.30445,0.94439,0.94828,0.95734,0.55398,1.43271,0.63065,2.48716,0.0007526,0.0007526,0.0007526
317,3963.29,0.85329,0.70133,1.30164,0.95369,0.9469,0.96984,0.56861,1.4312,0.63138,2.48263,0.00074864,0.00074864,0.00074864
318,3975.51,0.84496,0.70463,1.30442,0.96337,0.93678,0.95499,0.55946,1.40778,0.59006,2.4383,0.00074468,0.00074468,0.00074468
319,3987.87,0.84725,0.70243,1.3086,0.94698,0.83333,0.89959,0.49562,1.5523,0.78155,2.5359,0.00074072,0.00074072,0.00074072
320,4000.26,0.83812,0.70467,1.29253,0.92825,0.81793,0.89001,0.44359,1.7046,0.83931,2.77055,0.00073676,0.00073676,0.00073676
321,4012.81,0.85672,0.70935,1.30348,0.97041,0.94223,0.95815,0.56451,1.43199,0.60971,2.42202,0.0007328,0.0007328,0.0007328
322,4025.21,0.84702,0.7267,1.30327,0.94684,0.96552,0.97753,0.57713,1.41549,0.59425,2.43503,0.00072884,0.00072884,0.00072884
323,4037.76,0.86839,0.71897,1.30861,0.93747,0.94784,0.96943,0.58346,1.41118,0.59856,2.4216,0.00072488,0.00072488,0.00072488
324,4050.2,0.82894,0.7027,1.29001,0.94542,0.93678,0.95672,0.57043,1.43877,0.59521,2.48441,0.00072092,0.00072092,0.00072092
325,4062.61,0.82351,0.69981,1.27898,0.96968,0.9189,0.94395,0.54686,1.47937,0.60485,2.55141,0.00071696,0.00071696,0.00071696
326,4074.95,0.8305,0.68223,1.28,0.96422,0.9292,0.95185,0.5471,1.49613,0.62952,2.60697,0.000713,0.000713,0.000713
327,4087.29,0.83531,0.7077,1.29529,0.95093,0.93103,0.95233,0.52957,1.50181,0.65092,2.5875,0.00070904,0.00070904,0.00070904
328,4099.77,0.83151,0.71838,1.29269,0.97449,0.93678,0.94721,0.53827,1.47244,0.5991,2.52804,0.00070508,0.00070508,0.00070508
329,4112.32,0.82084,0.68609,1.29259,0.97351,0.92529,0.94076,0.53667,1.50434,0.63202,2.68516,0.00070112,0.00070112,0.00070112
330,4125.03,0.81941,0.68092,1.27604,0.96488,0.94733,0.96233,0.56933,1.42992,0.57785,2.49899,0.00069716,0.00069716,0.00069716
331,4137.61,0.83488,0.69615,1.28497,0.97273,0.93678,0.95642,0.55723,1.43868,0.59118,2.51365,0.0006932,0.0006932,0.0006932
332,4150.15,0.83246,0.70633,1.28938,0.97573,0.94828,0.95651,0.54509,1.43805,0.5882,2.46869,0.00068924,0.00068924,0.00068924
333,4162.48,0.82098,0.69942,1.2756,0.96911,0.94253,0.95738,0.55004,1.47512,0.58839,2.55383,0.00068528,0.00068528,0.00068528
334,4174.75,0.82987,0.69273,1.2868,0.93883,0.93678,0.95173,0.58835,1.38076,0.57596,2.42381,0.00068132,0.00068132,0.00068132
335,4187.15,0.82075,0.68476,1.27358,0.89338,0.78161,0.82688,0.43634,1.70236,0.86487,2.81831,0.00067736,0.00067736,0.00067736
336,4199.63,0.81759,0.68428,1.26693,0.89578,0.74138,0.82881,0.38572,1.88881,0.98659,3.1388,0.0006734,0.0006734,0.0006734
337,4212.12,0.8357,0.69557,1.29014,0.93423,0.89793,0.91822,0.5144,1.51104,0.68436,2.63001,0.00066944,0.00066944,0.00066944
338,4224.57,0.79985,0.70089,1.277,0.95318,0.94253,0.97426,0.57367,1.4268,0.60562,2.50168,0.00066548,0.00066548,0.00066548
339,4237.17,0.80052,0.68658,1.271,0.97246,0.91954,0.96906,0.56398,1.40995,0.59703,2.47191,0.00066152,0.00066152,0.00066152
340,4249.55,0.82476,0.67957,1.28587,0.96428,0.93678,0.96316,0.56769,1.41078,0.59664,2.44489,0.00065756,0.00065756,0.00065756
341,4261.75,0.85112,0.71668,1.29936,0.94561,0.91954,0.93571,0.54493,1.42705,0.61197,2.49189,0.0006536,0.0006536,0.0006536
342,4274.04,0.80626,0.66553,1.27008,0.95853,0.92988,0.93932,0.54546,1.42862,0.62459,2.50277,0.00064964,0.00064964,0.00064964
343,4286.28,0.78822,0.65899,1.26827,0.94331,0.92529,0.9378,0.53961,1.42433,0.61386,2.5179,0.00064568,0.00064568,0.00064568
344,4298.59,0.80328,0.64973,1.26035,0.9613,0.9023,0.93578,0.55309,1.429,0.59318,2.52805,0.00064172,0.00064172,0.00064172
345,4311.13,0.81152,0.67625,1.26727,0.94732,0.93005,0.93908,0.53643,1.48323,0.59641,2.53837,0.00063776,0.00063776,0.00063776
346,4323.64,0.81066,0.68407,1.26969,0.93918,0.91954,0.93711,0.5358,1.48897,0.60107,2.5667,0.0006338,0.0006338,0.0006338
347,4336.36,0.83009,0.70801,1.28763,0.96309,0.91379,0.94121,0.52644,1.5112,0.60851,2.58764,0.00062984,0.00062984,0.00062984
348,4348.97,0.79926,0.68029,1.26378,0.97541,0.91177,0.94859,0.54313,1.46573,0.60356,2.45973,0.00062588,0.00062588,0.00062588
349,4361.46,0.7942,0.65792,1.26023,0.98168,0.92414,0.94088,0.53111,1.50226,0.61762,2.54575,0.00062192,0.00062192,0.00062192
350,4373.7,0.82826,0.70183,1.28815,0.96298,0.89705,0.93309,0.52269,1.49186,0.59646,2.60313,0.00061796,0.00061796,0.00061796
351,4385.96,0.80149,0.67519,1.26519,0.96982,0.92341,0.94201,0.5403,1.4445,0.60274,2.54336,0.000614,0.000614,0.000614
352,4398.52,0.80004,0.6566,1.25985,0.95853,0.92993,0.93878,0.54308,1.45039,0.58119,2.53434,0.00061004,0.00061004,0.00061004
353,4410.96,0.80878,0.65846,1.27195,0.95657,0.92529,0.94782,0.56025,1.44263,0.59104,2.52034,0.00060608,0.00060608,0.00060608
354,4423.33,0.81057,0.68288,1.28746,0.94222,0.93712,0.94372,0.54525,1.47082,0.602,2.56745,0.00060212,0.00060212,0.00060212
355,4436.01,0.8042,0.68582,1.27118,0.94316,0.95364,0.95587,0.55301,1.43497,0.56969,2.53356,0.00059816,0.00059816,0.00059816
356,4448.44,0.80879,0.6806,1.27053,0.95267,0.92541,0.95674,0.5692,1.41223,0.57641,2.53336,0.0005942,0.0005942,0.0005942
357,4460.81,0.76826,0.64412,1.25103,0.9883,0.91954,0.95837,0.56564,1.40711,0.56964,2.55404,0.00059024,0.00059024,0.00059024
358,4473.08,0.79702,0.68763,1.26402,0.94729,0.94253,0.95431,0.56176,1.42792,0.59343,2.51761,0.00058628,0.00058628,0.00058628
359,4485.46,0.79696,0.67037,1.25908,0.97052,0.94591,0.95986,0.56967,1.4078,0.57771,2.43149,0.00058232,0.00058232,0.00058232
360,4497.77,0.79131,0.66226,1.24977,0.94802,0.94828,0.95551,0.57408,1.40706,0.5787,2.4915,0.00057836,0.00057836,0.00057836
361,4510.45,0.79185,0.65835,1.26251,0.9589,0.93849,0.9482,0.53997,1.45836,0.60395,2.5505,0.0005744,0.0005744,0.0005744
362,4523.03,0.80925,0.68141,1.27439,0.95041,0.93103,0.96252,0.56915,1.40528,0.59507,2.48526,0.00057044,0.00057044,0.00057044
363,4535.72,0.78154,0.66149,1.25337,0.95673,0.94253,0.95165,0.55906,1.41613,0.59219,2.47535,0.00056648,0.00056648,0.00056648
364,4548.45,0.78419,0.65899,1.25287,0.95808,0.91947,0.94994,0.5474,1.448,0.60586,2.56817,0.00056252,0.00056252,0.00056252
365,4560.85,0.78268,0.67944,1.25936,0.95325,0.93755,0.95142,0.55391,1.42066,0.60601,2.53642,0.00055856,0.00055856,0.00055856
366,4573.23,0.79523,0.67186,1.26737,0.95875,0.94828,0.95279,0.55629,1.41537,0.60641,2.56053,0.0005546,0.0005546,0.0005546
367,4585.52,0.79082,0.65426,1.25959,0.9483,0.94869,0.95325,0.56234,1.41129,0.60614,2.54275,0.00055064,0.00055064,0.00055064
368,4597.86,0.79149,0.65185,1.26292,0.95305,0.95402,0.96715,0.57026,1.40662,0.59877,2.50809,0.00054668,0.00054668,0.00054668
